t+AF8-degree+AF8-celsius,data,long,lat,hora,umidade,altitude,velocidade,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct,data,long,lat,hora,t+AF8-degree+AF8-celsius,umidade,altitude,velocidade,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct,data,long,lat,hora,t+AF8-degree+AF8-celsius,umidade,altitude,velocidade,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct,data,long,lat,hora,t+AF8-degree+AF8-celsius,umidade,altitude,velocidade,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct
29.1,20161220,597280,8275624,203210,61.1,170.5,35.23,0.0,26.703231544619033,0.0,35.46948456228029,37.82728389310067,0.0,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20111024,597254,8275457,202241,32.49689599,55.75414779,173,4,2.32,30.41,1.47,30.97,34.37,0.45,20111109,597301,8275616,201956,32.09072794,57.21729619,166,5,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0
29.1,20161220,597278,8275634,203211,61.2,170.4,35.23,0.0,26.703231544619033,0.0,35.46948456228029,37.82728389310067,0.0,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20111024,597254,8275457,202241,32.49689599,55.75414779,173,4,2.32,30.41,1.47,30.97,34.37,0.45,20111109,597301,8275616,201956,32.09072794,57.21729619,166,5,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0
29.1,20161220,597277,8275645,203212,61.2,170.2,35.23,0.0,26.703231544619033,0.0,35.46948456228029,37.82728389310067,0.0,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20111024,597254,8275457,202241,32.49689599,55.75414779,173,4,2.32,30.41,1.47,30.97,34.37,0.45,20111109,597301,8275616,201956,32.09072794,57.21729619,166,5,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0
29.1,20161220,597276,8275655,203213,61.2,170.2,37.32,0.0,26.703231544619033,0.0,35.46948456228029,37.82728389310067,0.0,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20111024,597254,8275457,202241,32.49689599,55.75414779,173,4,2.32,30.41,1.47,30.97,34.37,0.45,20111109,597301,8275616,201956,32.09072794,57.21729619,166,5,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0
29,20161220,597275,8275666,203214,61.1,170.2,37.32,0.0,26.703231544619033,0.0,35.46948456228029,37.82728389310067,0.0,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20111024,597254,8275457,202241,32.49689599,55.75414779,173,4,2.32,30.41,1.47,30.97,34.37,0.45,20111109,597301,8275616,201956,32.09072794,57.21729619,166,5,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0
29,20161220,597274,8275676,203215,61.1,170.1,37.32,0.0,26.703231544619033,0.0,35.46948456228029,37.82728389310067,0.0,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20111024,597254,8275457,202241,32.49689599,55.75414779,173,4,2.32,30.41,1.47,30.97,34.37,0.45,20111109,597301,8275616,201956,32.09072794,57.21729619,166,5,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0
29,20161220,597274,8275687,203216,61.1,170.1,37.32,0.0,26.703231544619033,0.0,35.46948456228029,37.82728389310067,0.0,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20111024,597254,8275457,202241,32.49689599,55.75414779,173,4,2.32,30.41,1.47,30.97,34.37,0.45,20111109,597301,8275616,201956,32.09072794,57.21729619,166,5,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0
29.1,20161220,597274,8275698,203217,61.1,170.3,37.32,0.0,26.703231544619033,0.0,35.46948456228029,37.82728389310067,0.0,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20111024,597254,8275457,202241,32.49689599,55.75414779,173,4,2.32,30.41,1.47,30.97,34.37,0.45,20111109,597301,8275616,201956,32.09072794,57.21729619,166,5,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0
29.1,20161220,597274,8275708,203218,61.1,170.3,36.93,0.0,26.703231544619033,0.0,35.46948456228029,37.82728389310067,0.0,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20111024,597254,8275457,202241,32.49689599,55.75414779,173,4,2.32,30.41,1.47,30.97,34.37,0.45,20111109,597301,8275616,201956,32.09072794,57.21729619,166,5,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0
29.1,20161220,597274,8275718,203219,61.1,170.1,36.93,0.0,26.703231544619033,0.0,35.46948456228029,37.82728389310067,0.0,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20111024,597254,8275457,202241,32.49689599,55.75414779,173,4,2.32,30.41,1.47,30.97,34.37,0.45,20111109,597301,8275616,201956,32.09072794,57.21729619,166,5,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0
29,20161220,597274,8275728,203220,61,170,36.93,0.0,26.703231544619033,0.0,35.46948456228029,37.82728389310067,0.0,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20111024,597254,8275457,202241,32.49689599,55.75414779,173,4,2.32,30.41,1.47,30.97,34.37,0.45,20111109,597301,8275616,201956,32.09072794,57.21729619,166,5,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0
29,20161220,597274,8275738,203221,61,170.1,36.93,0.0,26.703231544619033,0.0,35.46948456228029,37.82728389310067,0.0,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20111024,597254,8275457,202241,32.49689599,55.75414779,173,4,2.32,30.41,1.47,30.97,34.37,0.45,20111109,597301,8275616,201956,32.09072794,57.21729619,166,5,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0
29,20161220,597274,8275748,203222,61,170.3,36.93,0.0,26.703231544619033,0.0,35.46948456228029,37.82728389310067,0.0,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20111024,597254,8275457,202241,32.49689599,55.75414779,173,4,2.32,30.41,1.47,30.97,34.37,0.45,20111109,597301,8275616,201956,32.09072794,57.21729619,166,5,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0
29.1,20161220,597273,8275758,203223,60.7,170.3,33.54,0.0,26.703231544619033,0.0,35.46948456228029,37.82728389310067,0.0,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20111024,597254,8275457,202241,32.49689599,55.75414779,173,4,2.32,30.41,1.47,30.97,34.37,0.45,20111109,597301,8275616,201956,32.09072794,57.21729619,166,5,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0
29.1,20161220,597273,8275767,203224,60.7,170.7,33.54,0.0,26.703231544619033,0.0,35.46948456228029,37.82728389310067,0.0,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20111024,597254,8275457,202241,32.49689599,55.75414779,173,4,2.32,30.41,1.47,30.97,34.37,0.45,20111109,597301,8275616,201956,32.09072794,57.21729619,166,5,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0
29.1,20161220,597273,8275775,203225,60.7,170.7,33.54,0.0,26.703231544619033,0.0,35.46948456228029,37.82728389310067,0.0,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20111024,597254,8275457,202241,32.49689599,55.75414779,173,4,2.32,30.41,1.47,30.97,34.37,0.45,20111109,597301,8275616,201956,32.09072794,57.21729619,166,5,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0
29,20161220,597274,8275781,203226,60.7,170.4,33.54,0.0,26.703231544619033,0.0,35.46948456228029,37.82728389310067,0.0,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20111024,597254,8275457,202241,32.49689599,55.75414779,173,4,2.32,30.41,1.47,30.97,34.37,0.45,20111109,597301,8275616,201956,32.09072794,57.21729619,166,5,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0
29,20161220,597276,8275788,203227,60.7,170.6,33.54,0.0,26.703231544619033,0.0,35.46948456228029,37.82728389310067,0.0,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20111024,597254,8275457,202241,32.49689599,55.75414779,173,4,2.32,30.41,1.47,30.97,34.37,0.45,20111109,597301,8275616,201956,32.09072794,57.21729619,166,5,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0
29,20161220,597277,8275792,203228,60.7,170.6,15.67,0.0,26.703231544619033,0.0,35.46948456228029,37.82728389310067,0.0,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20111024,597254,8275457,202241,32.49689599,55.75414779,173,4,2.32,30.41,1.47,30.97,34.37,0.45,20111109,597301,8275616,201956,32.09072794,57.21729619,166,5,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0
29,20161220,597278,8275796,203229,60.6,169.6,15.67,0.0,26.703231544619033,0.0,35.46948456228029,37.82728389310067,0.0,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20111024,597254,8275457,202241,32.49689599,55.75414779,173,4,2.32,30.41,1.47,30.97,34.37,0.45,20111109,597301,8275616,201956,32.09072794,57.21729619,166,5,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0
29,20161220,597278,8275800,203230,60.6,169.4,15.67,0.0,26.703231544619033,0.0,35.46948456228029,37.82728389310067,0.0,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20111024,597254,8275457,202241,32.49689599,55.75414779,173,4,2.32,30.41,1.47,30.97,34.37,0.45,20111109,597301,8275616,201956,32.09072794,57.21729619,166,5,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0
29,20161220,597279,8275804,203231,60.6,169.6,15.67,0.0,26.703231544619033,0.0,35.46948456228029,37.82728389310067,0.0,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20111024,597254,8275457,202241,32.49689599,55.75414779,173,4,2.32,30.41,1.47,30.97,34.37,0.45,20111109,597301,8275616,201956,32.09072794,57.21729619,166,5,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0
29,20161220,597292,8275849,203238,59.9,170.7,28.35,4.92,9.47,2.44,48.37,34.6,0.19,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597291,8275842,204833,30.9737658,51.55978905,170,1.4,7.13,12.11,2.99,35.11,41.37,1.29,20110925,597292,8275846,204843,30.9737658,51.46224583,170,0,7.13,12.11,2.99,35.11,41.37,1.29
29,20161220,597295,8275856,203239,59.9,171,28.35,4.92,9.47,2.44,48.37,34.6,0.19,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597291,8275842,204833,30.9737658,51.55978905,170,1.4,7.13,12.11,2.99,35.11,41.37,1.29,20110925,597292,8275846,204843,30.9737658,51.46224583,170,0,7.13,12.11,2.99,35.11,41.37,1.29
29,20161220,597298,8275864,203240,59.9,170.9,28.35,4.92,9.47,2.44,48.37,34.6,0.19,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597291,8275842,204833,30.9737658,51.55978905,170,1.4,7.13,12.11,2.99,35.11,41.37,1.29,20110925,597292,8275846,204843,30.9737658,51.46224583,170,0,7.13,12.11,2.99,35.11,41.37,1.29
29,20161220,597304,8275872,203241,60.6,171.1,28.35,4.92,9.47,2.44,48.37,34.6,0.19,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597291,8275842,204833,30.9737658,51.55978905,170,1.4,7.13,12.11,2.99,35.11,41.37,1.29,20110925,597292,8275846,204843,30.9737658,51.46224583,170,0,7.13,12.11,2.99,35.11,41.37,1.29
29,20161220,597309,8275878,203242,60.6,171.2,28.35,4.92,9.47,2.44,48.37,34.6,0.19,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597291,8275842,204833,30.9737658,51.55978905,170,1.4,7.13,12.11,2.99,35.11,41.37,1.29,20110925,597292,8275846,204843,30.9737658,51.46224583,170,0,7.13,12.11,2.99,35.11,41.37,1.29
29,20161220,597316,8275886,203243,60.6,171.2,34.08,4.92,9.47,2.44,48.37,34.6,0.19,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597291,8275842,204833,30.9737658,51.55978905,170,1.4,7.13,12.11,2.99,35.11,41.37,1.29,20110925,597292,8275846,204843,30.9737658,51.46224583,170,0,7.13,12.11,2.99,35.11,41.37,1.29
29,20161220,597322,8275893,203244,60.6,172.2,34.08,4.92,9.47,2.44,48.37,34.6,0.19,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597291,8275842,204833,30.9737658,51.55978905,170,1.4,7.13,12.11,2.99,35.11,41.37,1.29,20110925,597292,8275846,204843,30.9737658,51.46224583,170,0,7.13,12.11,2.99,35.11,41.37,1.29
29,20161220,597330,8275899,203245,60.6,173.1,34.08,4.92,9.47,2.44,48.37,34.6,0.19,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597338,8275907,204923,30.9737658,51.46224583,172,22,7.13,12.11,2.99,35.11,41.37,1.29,20110925,597291,8275842,204833,30.9737658,51.55978905,170,1.4,7.13,12.11,2.99,35.11,41.37,1.29
29,20161220,597336,8275907,203246,60.6,173.8,34.08,4.92,9.47,2.44,48.37,34.6,0.19,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597338,8275907,204923,30.9737658,51.46224583,172,22,7.13,12.11,2.99,35.11,41.37,1.29,20110925,597291,8275842,204833,30.9737658,51.55978905,170,1.4,7.13,12.11,2.99,35.11,41.37,1.29
29,20161220,597344,8275915,203247,60.6,174.4,34.08,4.92,9.47,2.44,48.37,34.6,0.19,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597338,8275907,204923,30.9737658,51.46224583,172,22,7.13,12.11,2.99,35.11,41.37,1.29,20110925,597291,8275842,204833,30.9737658,51.55978905,170,1.4,7.13,12.11,2.99,35.11,41.37,1.29
29,20161220,597352,8275922,203248,60.6,174.4,41.39,4.92,9.47,2.44,48.37,34.6,0.19,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597338,8275907,204923,30.9737658,51.46224583,172,22,7.13,12.11,2.99,35.11,41.37,1.29,20110925,597291,8275842,204833,30.9737658,51.55978905,170,1.4,7.13,12.11,2.99,35.11,41.37,1.29
29,20161220,597361,8275930,203249,60.6,174.8,41.39,4.92,9.47,2.44,48.37,34.6,0.19,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597338,8275907,204923,30.9737658,51.46224583,172,22,7.13,12.11,2.99,35.11,41.37,1.29,20110925,597382,8275952,204943,30.9737658,51.55978905,172,0,7.13,12.11,2.99,35.11,41.37,1.29
29.1,20161220,597369,8275938,203250,60.7,174.7,41.39,4.92,9.47,2.44,48.37,34.6,0.19,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597382,8275952,204943,30.9737658,51.55978905,172,0,7.13,12.11,2.99,35.11,41.37,1.29,20110925,597338,8275907,204923,30.9737658,51.46224583,172,22,7.13,12.11,2.99,35.11,41.37,1.29
29.1,20161220,597378,8275947,203251,60.7,175.8,41.39,4.92,9.47,2.44,48.37,34.6,0.19,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597382,8275952,204943,30.9737658,51.55978905,172,0,7.13,12.11,2.99,35.11,41.37,1.29,20110925,597382,8275952,205003,30.9737658,51.65733228,172,0,7.13,12.11,2.99,35.11,41.37,1.29
29.1,20161220,597386,8275954,203252,60.7,176.7,41.39,4.92,9.47,2.44,48.37,34.6,0.19,20110925,597382,8275952,204943,30.9737658,51.55978905,172,0,7.13,12.11,2.99,35.11,41.37,1.29,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597382,8275952,205003,30.9737658,51.65733228,172,0,7.13,12.11,2.99,35.11,41.37,1.29
29.1,20161220,597394,8275961,203253,60.6,176.7,38.13,4.92,9.47,2.44,48.37,34.6,0.19,20110925,597382,8275952,204943,30.9737658,51.55978905,172,0,7.13,12.11,2.99,35.11,41.37,1.29,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597382,8275952,205003,30.9737658,51.65733228,172,0,7.13,12.11,2.99,35.11,41.37,1.29
29.1,20161220,597404,8275969,203254,60.6,177,38.13,4.92,9.47,2.44,48.37,34.6,0.19,20110925,597382,8275952,204943,30.9737658,51.55978905,172,0,7.13,12.11,2.99,35.11,41.37,1.29,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597382,8275952,205003,30.9737658,51.65733228,172,0,7.13,12.11,2.99,35.11,41.37,1.29
29.1,20161220,597414,8275974,203255,60.6,177.5,38.13,4.92,9.47,2.44,48.37,34.6,0.19,20110925,597382,8275952,204943,30.9737658,51.55978905,172,0,7.13,12.11,2.99,35.11,41.37,1.29,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597382,8275952,205003,30.9737658,51.65733228,172,0,7.13,12.11,2.99,35.11,41.37,1.29
29.1,20161220,597424,8275981,203256,60.5,177.4,38.13,4.92,9.47,2.44,48.37,34.6,0.19,20110925,597382,8275952,204943,30.9737658,51.55978905,172,0,7.13,12.11,2.99,35.11,41.37,1.29,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597382,8275952,205003,30.9737658,51.65733228,172,0,7.13,12.11,2.99,35.11,41.37,1.29
29.1,20161220,597435,8275985,203257,60.5,176.8,38.13,4.92,9.47,2.44,48.37,34.6,0.19,20110925,597382,8275952,204943,30.9737658,51.55978905,172,0,7.13,12.11,2.99,35.11,41.37,1.29,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597382,8275952,205003,30.9737658,51.65733228,172,0,7.13,12.11,2.99,35.11,41.37,1.29
29.1,20161220,597446,8275988,203258,60.5,176.8,41.6,4.92,9.47,2.44,48.37,34.6,0.19,20110925,597382,8275952,204943,30.9737658,51.55978905,172,0,7.13,12.11,2.99,35.11,41.37,1.29,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597382,8275952,205003,30.9737658,51.65733228,172,0,7.13,12.11,2.99,35.11,41.37,1.29
29.1,20161220,597458,8275993,203259,60.4,175.6,41.6,4.92,9.47,2.44,48.37,34.6,0.19,20110925,597382,8275952,204943,30.9737658,51.55978905,172,0,7.13,12.11,2.99,35.11,41.37,1.29,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597382,8275952,205003,30.9737658,51.65733228,172,0,7.13,12.11,2.99,35.11,41.37,1.29
29.1,20161220,597469,8275996,203300,60.4,175.4,41.6,4.92,9.47,2.44,48.37,34.6,0.19,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597382,8275952,204943,30.9737658,51.55978905,172,0,7.13,12.11,2.99,35.11,41.37,1.29,20110925,597382,8275952,205003,30.9737658,51.65733228,172,0,7.13,12.11,2.99,35.11,41.37,1.29
29.1,20161220,597481,8275998,203301,60.4,175.1,41.6,4.92,9.47,2.44,48.37,34.6,0.19,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597382,8275952,204943,30.9737658,51.55978905,172,0,7.13,12.11,2.99,35.11,41.37,1.29,20110925,597382,8275952,205003,30.9737658,51.65733228,172,0,7.13,12.11,2.99,35.11,41.37,1.29
29.1,20161220,597493,8276001,203302,60.3,175.2,41.6,4.92,9.47,2.44,48.37,34.6,0.19,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597382,8275952,204943,30.9737658,51.55978905,172,0,7.13,12.11,2.99,35.11,41.37,1.29,20110925,597382,8275952,205003,30.9737658,51.65733228,172,0,7.13,12.11,2.99,35.11,41.37,1.29
29.1,20161220,597505,8276005,203303,60.3,175.2,42.39,4.92,9.47,2.44,48.37,34.6,0.19,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597382,8275952,204943,30.9737658,51.55978905,172,0,7.13,12.11,2.99,35.11,41.37,1.29,20110925,597566,8276029,205103,30.87222379,51.75487551,176,32,7.13,12.11,2.99,35.11,41.37,1.29
29.1,20161220,597517,8276008,203304,60.3,175.1,42.39,4.92,9.47,2.44,48.37,34.6,0.19,20110925,597566,8276029,205103,30.87222379,51.75487551,176,32,7.13,12.11,2.99,35.11,41.37,1.29,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597382,8275952,204943,30.9737658,51.55978905,172,0,7.13,12.11,2.99,35.11,41.37,1.29
29.1,20161220,597527,8276010,203305,60.4,175.2,42.39,4.92,9.47,2.44,48.37,34.6,0.19,20110925,597566,8276029,205103,30.87222379,51.75487551,176,32,7.13,12.11,2.99,35.11,41.37,1.29,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597382,8275952,204943,30.9737658,51.55978905,172,0,7.13,12.11,2.99,35.11,41.37,1.29
29.1,20161220,597539,8276015,203306,60.4,175.1,42.39,4.92,9.47,2.44,48.37,34.6,0.19,20110925,597566,8276029,205103,30.87222379,51.75487551,176,32,7.13,12.11,2.99,35.11,41.37,1.29,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597382,8275952,204943,30.9737658,51.55978905,172,0,7.13,12.11,2.99,35.11,41.37,1.29
29.1,20161220,597550,8276018,203307,60.4,175.3,42.39,4.92,9.47,2.44,48.37,34.6,0.19,20110925,597566,8276029,205103,30.87222379,51.75487551,176,32,7.13,12.11,2.99,35.11,41.37,1.29,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597382,8275952,204943,30.9737658,51.55978905,172,0,7.13,12.11,2.99,35.11,41.37,1.29
29.1,20161220,597561,8276022,203308,60.3,175.3,41.43,4.92,9.47,2.44,48.37,34.6,0.19,20110925,597566,8276029,205103,30.87222379,51.75487551,176,32,7.13,12.11,2.99,35.11,41.37,1.29,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597382,8275952,204943,30.9737658,51.55978905,172,0,7.13,12.11,2.99,35.11,41.37,1.29
29.1,20161220,597571,8276028,203309,60.3,175.2,41.43,4.92,9.47,2.44,48.37,34.6,0.19,20110925,597566,8276029,205103,30.87222379,51.75487551,176,32,7.13,12.11,2.99,35.11,41.37,1.29,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597382,8275952,204943,30.9737658,51.55978905,172,0,7.13,12.11,2.99,35.11,41.37,1.29
29.1,20161220,597582,8276033,203310,60.3,175.4,41.43,4.92,9.47,2.44,48.37,34.6,0.19,20110925,597566,8276029,205103,30.87222379,51.75487551,176,32,7.13,12.11,2.99,35.11,41.37,1.29,20111024,597293,8275615,202141,32.49689599,55.46151811,174,1.1,27.550606817108086,14.38831647945393,0.0,25.505164593170498,32.555912110267485,0.0,20110925,597382,8275952,204943,30.9737658,51.55978905,172,0,7.13,12.11,2.99,35.11,41.37,1.29
